_id,place_id,name,html_notes
302,108,general,"Visits to the house are by pre-booked tour only.
Please go to What's on to book your visit. 
Unfortunately we're not able to accommodate large groups. If your group is 20 people or fewer, please phone 01722 335659 or email mompessonhouse@nationaltrust.org.uk to discuss options.
Assistance dogs only
New second-hand bookshop open in the Studio 11am-4pm
Two toilets in the corner of the courtyard (one of which is accessible)
Parking is available in city centre car parks. Visit www.wiltshire.gov.uk/parking-salisbury or call 01249 706131 for details. Limited parking is available within the Cathedral Close at a fixed cost of £7 for the whole day (this includes disabled car park spaces).Some disabled parking is also available at Mompesson - please phone 01722 335659 before you visit.
We're not currently able to store large bags/luggage during your visit."
303,108,family,"Free entry for under 5s
Baby changing facilities in accessible toilet 
Pushchairs and baby back-carriers admitted "
304,108,accessibility,"Drop-off point
There are three shallow steps at the front door but alternative level access is available. Ground floor accessible. Level access to garden.
Manual wheelchair available to borrow - please phone 01722 335659 in advance.
Braille guide
Large print guide
Induction loop
Limited disabled parking available - please phone 01722 335659 before you visit
Assistance dogs only
Accessible toilet in corner of courtyard
Full access statement is below, but please note that some parts of this property may be closed on your visit."
305,109,general,"The estate, garden, farm buildings and tea-room are open. The house is open the first Saturday to Thursday of every month.
The Piggery tea-room is open serving hot and cold drinks and cakes. Inside seating is available as is a takeaway service and outside seating.  
The bookshop is generally open from 10-4, but we may not have volunteer cover some days, so if you particularly want to visit the bookshop please call ahead to check.
Dogs (on leads) are welcome everywhere within Godolphin’s grounds, including the tea-room. Assistance dogs only inside the house and King's Room.
Dogs are welcome out on the estate, but please keep under close control or on a lead if there is livestock present.
Learn more about what you can do with your dog under ‘Things to see and do’."
306,109,family,"Seasonal activities for families during school holidays.
Children must be supervised at all times."
307,109,accessibility,"There is limited access for users of wheelchairs due to some difficult slopes. 
Free parking for National Trust members and Blue Badge holders is available at Godolphin. Free parking at Noonvares and Great Work. 
Bike rack facilities are available in the accessible car park.
There's a path on the estate near the river Hayle that's accessible to users of wheelchairs.
An electric mobility Tramper is available to hire with pre-booking essential via e-mail (godolphin@nationaltrust.org.uk).
An all terrain wheelchair is available to hire with pre-booking essential via e-mail (godolphin@nationaltrust.org.uk).
An accessible picnic bench for wheelchair users is present in the picnic yard by the piggery tea-room.
Full access statement is below."
308,110,general,"The café is open every day, from 10am-4.30pm, serving hot and cold drinks, cakes, snacks, salads and sandwiches.
You no longer need to book tickets to visit Hughenden.
Numbers are limited for safety in the house and places are only available on a first-come first-served basis on the day. Please bear with us as we may need to close some elements on the day depending on staff and volunteer resources.
Dogs are welcome under close control in the park and woodlands, and on the lead in the gardens. Assistance dogs only in the house and shop"
309,110,family,"Baby-changing facilities are available in the stableyard
In the manor, we ask that buggies are left in the covered entrance. Hip carriers are available to borrow at the door.
Our new play area is open, suitable for children up to 10 years. There is no eating or drinking in the play area. Please aim for 20 minutes play to allow everyone a go.
The gardens include uneven ground and steps
Under 5s are welcome to bring scooters and small bikes. We can't allow ball games in the gardens but you are welcome to bring balls to play in the parkland."
310,110,accessibility,"Hughenden is on a hill and there are some steep slopes and uneven paths. Our team can point out step-free routes.
Wheelchairs, including 2 all-terrain, are available to hire in advance. Email hughenden@nationaltrust.org.uk to book one for the day you are visiting. 
In the house access is via a ramp.
There is an accessible toilet in the stableyard
Full access statement is below, but please note that some parts of the property may be closed on your visit"
311,111,general,"The charming Mediaeval town of Lewes is four miles to the east, with a good selection of shops to choose from for picnic food, and plenty of tea shops
Toilets in the nearby village of Plumpton for patrons of the Half Moon pub
Toilets for patrons of the Blacksmith's Arms at Offham. Can be reached by car on the way to Lewes, or on foot from the top of the hill
Dogs are welcome but must be controlled at all times. Please observe signs for when livestock are grazing
Free parking, (not NT), lay-by off B2116: OS TQ379130, Coordinates 50.9000180000, -0.0403230000
Fires and barbecues are not permitted anywhere on site to protect our countryside."
312,111,family,"The top of the hill has a long stretch of flat, well-drained terrain, ideal for family cycle rides, after climbing the slope, which is more gradual if coming from Lewes
Walks around Blackcap are more easily accessed by pushchairs with big wheels
Fires and barbecues are not permitted anywhere on site to protect our countryside."
